id_respuesta,pilar,afirmacion_material,tipo_afirmacion,fuentes_asociadas,id_src,url_o_referencia,calidad_fuente,respaldo_efectivo,es_inferencia,es_ejemplo_sintetico,limitacion_verificacion,estado_afirmacion,observaciones
JEV-P09-017,P09,"La incorporación de código, SDKs o wrappers comunitarios exige una auditoría rigurosa de licencias de software y seguridad en la cadena de suministro (Supply Chain Security). Se prohíbe introducir dependencias con licencias virales restrictivas (GPL v3, AGPL) en módulos propietarios de la empresa.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0062: GitHub: typesafe-ai/typesafe-sdk-python — SDK Oficial y Especificación de Tipos | SRC-0091: AWS Architecture: Exponential Backoff And Jitter | SRC-0111: Documentos Analíticos Canónicos P09 (P09_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0062; SRC-0091; SRC-0111,https://docs.typesafe.ai/ | https://github.com/typesafe-ai/typesafe-sdk-python | https://aws.amazon.com/blogs/architecture/exponential-backoff-and-jitter/ | Cuaderno canónico P09 (9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf),Canónico interno; Independiente; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P09-018,P09,"Cualquier cambio incompatible (breaking change) en la API de TypeSafe o en typesafesdk (como la migración histórica de 0.1.0 a 0.7.0, o eventuales cambios en las firmas de primitivas) debe activar un protocolo formal de reevaluación técnica. Este protocolo incluye: congelamiento de versiones en producción, ejecución de la suite de contratos en staging, actualización de los esquemas en la base de conocimiento y re-auditoría de las respuestas afectadas.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0062: GitHub: typesafe-ai/typesafe-sdk-python — SDK Oficial y Especificación de Tipos | SRC-0111: Documentos Analíticos Canónicos P09 (P09_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0039; SRC-0062; SRC-0111,https://docs.typesafe.ai/ | https://docs.typesafe.ai/api | https://github.com/typesafe-ai/typesafe-sdk-python | Cuaderno canónico P09 (9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P09-019,P09,"Para evitar el acoplamiento duro al proveedor TypeSafe, los sistemas deben interactuar con Jev exclusivamente a través de una interfaz abstracta interna (ISemanticClassifier o ISemanticRouter). Este patrón Adapter desacopla la lógica de negocio de las peculiaridades del SDK de Jev, permitiendo conmutar a modelos locales (DeBERTa-v3, SetFit) o a APIs alternativas sin alterar los controladores de dominio.",metodo_general,"SRC-0002: TypeSafe AI Official Documentation | SRC-0038: Patterns of Distributed Systems & Decoupled Execution (CQRS / Sagas) | SRC-0062: GitHub: typesafe-ai/typesafe-sdk-python — SDK Oficial y Especificación de Tipos | SRC-0111: Documentos Analíticos Canónicos P09 (P09_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0038; SRC-0062; SRC-0111,https://docs.typesafe.ai/ | https://martinfowler.com/bliki/CQRS.html | https://github.com/typesafe-ai/typesafe-sdk-python | Cuaderno canónico P09 (9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf),Canónico interno; Literatura de arquitectura software; Proveedor,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P09-020,P09,"Todo proyecto que integre Jev debe disponer de un Runbook técnico mínimo que especifique: requisitos de red (TLS 1.3 saliente hacia api.typesafe.ai), variables de entorno requeridas, pruebas de humo con mocks, métricas de observabilidad (latencia p95, tasa de códigos HTTP 4xx/5xx) y criterios explícitos de retirada (Decommissioning Criteria). Si la latencia supera 350 ms p95 o el costo supera el valor aportado, el conmutador conmuta a reglas deterministas locales.",medido,"SRC-0002: TypeSafe AI Official Documentation | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0062: GitHub: typesafe-ai/typesafe-sdk-python — SDK Oficial y Especificación de Tipos | SRC-0111: Documentos Analíticos Canónicos P09 (P09_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0039; SRC-0062; SRC-0111,https://docs.typesafe.ai/ | https://docs.typesafe.ai/api | https://github.com/typesafe-ai/typesafe-sdk-python | Cuaderno canónico P09 (9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-001,P10,"Jev 1.13 no es un motor de búsqueda, base de datos vectorial ni sistema de almacenamiento indexado. Su rol en arquitecturas de información se limita estrictamente a la segunda etapa del pipeline: reranking semántico puntual de candidatos pre-recuperados y evaluación de compuertas booleanas de relevancia sobre pasajes de texto.",metodo_general,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-002,P10,"Es un error metodológico grave fusionar la relevancia temática, el soporte lógico de una afirmación y la credibilidad de la fuente en una sola métrica o score escalar. El sistema debe evaluar tres dimensiones independientes: 1) Relevancia: si el texto trata sobre la materia consultada; 2) Soporte (Entailment): si el pasaje demuestra deductivamente la hipótesis; y 3) Credibilidad: metadato objetivo sobre la procedencia, fecha y reputación de la fuente.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-003,P10,"El uso de Jev como reranker secundario es técnicamente viable mediante primitivas Score(1, 5) o Choice, pero debe justificarse frente a rerankers especializados como BGE-Reranker-Large, Cohere Rerank v3 o cross-encoders locales. Jev aporta valor diferencial cuando las reglas de negocio exigen evaluación de aspectos cualitativos simultáneos (e.g.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-004,P10,"El filtrado de permisos de acceso, listas de control de acceso (ACLs) y aislamiento de inquilinos (multi-tenancy) debe realizarse de forma 100% determinista en el motor de base de datos antes de cualquier procesamiento con Jev. Queda terminantemente prohibido enviar documentos confidenciales a Jev para que el modelo decida si el usuario tiene permiso de verlos, ya que las alucinaciones o descalibraciones provocarían fugas catastróficas de información entre clientes.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0028: Benchmarks Comunitarios de Calibración (scienthoon & yodablocks) | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0028; SRC-0040; SRC-0112,"https://docs.typesafe.ai/ | GitHub: scienthoon/jev-ood-calibration, yodablocks/jev-orderby-bench | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02)",Canónico interno; Proveedor; Tercero independiente,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-005,P10,"Una cita documental solo es válida si existe una relación formal de soporte lógico (entailment) entre la evidencia citada y la afirmación realizada. La mera coincidencia de términos, nombres propios o palabras clave no constituye soporte epistémico.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-006,P10,La unidad óptima de evaluación para Jev es el pasaje coherente de entre 200 y 400 palabras (aproximadamente 300 a 500 tokens). Evaluar documentos completos es inviable debido al límite de 32 KB del state y diluye la atención semántica; evaluar afirmaciones atómicas aisladas introduce pérdida crítica de contexto y anáforas no resueltas.,medido,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-007,P10,El dimensionamiento del embudo de recuperación debe configurarse en K1=50 candidatos en la fase léxica/vectorial y K2=10 a 15 candidatos para el reranking con Jev. Reducir K1 por debajo de 30 provoca la eliminación prematura de evidencia relevante que utiliza vocabulario alternativo (recall loss); aumentar K2 por encima de 20 encarece linealmente la consulta de Jev y eleva la latencia por encima de 400 ms sin aportar mejoras apreciables en el Top-3 final.,medido,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-008,P10,"La evaluación de la calidad del ranking producido por Jev debe medirse utilizando métricas robustas ante relevancia incompleta: Mean Reciprocal Rank (MRR), Normalized Discounted Cumulative Gain (nDCG@K) y Bpref (Binary Preference). En presencia de desacuerdo entre evaluadores humanos, debe computarse el coeficiente Kappa de Fleiss o Cohen ($\kappa$).",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-009,P10,"Para diagnosticar fallos en sistemas de información complejos, la evaluación debe desacoplarse completamente en dos etapas: 1) Calidad de la Recuperación y Reranking (medida mediante Recall@K, MRR y Fidelidad Contextual); y 2) Calidad de la Generación o Decisión Final (medida mediante Exactitud, Exhaustividad y Alucinación). Si la recuperación falla en traer los pasajes correctos, la decisión final será errónea independientemente de la capacidad de razonamiento del modelo posterior.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-010,P10,"El corpus documental debe someterse a un pre-procesamiento de deduplicación léxica (MinHash/SimHash con umbral Jaccard > 0.85) en la capa de almacenamiento previo, pero preservando estrictamente la procedencia y los metadatos de versión. Dos contratos o informes financieros con redacción idéntica en un 95% pero firmados en fechas distintas o aplicables a diferentes sociedades jurídicas deben conservarse como entidades distintas agregando su contexto temporal al state.",objetivo_de_piloto,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,parcial,si,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-011,P10,El sistema de búsqueda debe incluir consultas automáticas de antítesis para recuperar activamente evidencia refutatoria o contraria a la hipótesis planteada por el usuario o agente. Optimizar exclusivamente para encontrar coincidencias favorables induce alucinaciones inducidas por sesgo de confirmación.,documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-012,P10,"Cuando una consulta compleja exige sintetizar información dispersa en múltiples fuentes, queda prohibido atribuir la conclusión total a una única fuente individual. La arquitectura debe: 1) Descomponer la consulta en proposiciones atómicas; 2) Evaluar cada proposición contra su fuente primaria correspondiente mediante Jev; y 3) Componer la síntesis final mapeando explícitamente cada hecho derivado a su fuente canónica mediante una tabla de trazabilidad documental.",metodo_general,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-013,P10,"Toda consulta a la base de conocimiento y recuperación de pasajes debe incorporar obligatoriamente marcas temporales explícitas (Point-in-Time). El motor de búsqueda debe recibir un parámetro asofdate para filtrar únicamente documentos vigentes en esa fecha histórica, evitando el anacronismo y el sesgo de anticipación (look-ahead bias).",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-014,P10,"El sistema debe abstenerse categóricamente de responder cuando el corpus carece de evidencia suficiente para sustentar una afirmación, incluso si existen pasajes superficialmente relacionados por coincidencia léxica. La compuerta de abstención de Jev debe operar mediante umbrales duros de confianza: si en una primitiva Choice la probabilidad de la opción ganadora es menor a 0.60, o si en Noul la certeza $|2p - 1| < 0.30$, el sistema emite el dictamen formal de 'información no concluyente'.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-015,P10,"El pipeline de búsqueda no debe aplicar traducción automática simplista sobre términos técnicos o expresiones jurídicas y financieras chilenas (tales como 'finiquito', 'mutuo dinerario', 'sociedad por acciones', 'hecho esencial' o 'boleta de garantía'). La traducción al inglés destruye las sutilezas legales locales.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0047: Mitchell et al. (2019): Model Cards for Model Reporting | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0047; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://arxiv.org/abs/1810.03993 | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P10-016,P10,"La construcción de grafos de entidades, hechos y fuentes (Knowledge Graphs) mediante Jev exige restringir la extracción de relaciones a taxonomías y ontologías cerradas. No se permite la generación libre de tipos de relación.",documentado,"SRC-0002: TypeSafe AI Official Documentation | SRC-0040: Documentos Analíticos Canónicos P04 (P04_DEEP_DIVE, EVIDENCE_MAP, CONTEXT_PLAYBOOK) | SRC-0063: InfoWorld: TypeSafe AI's New Models Work with Machines, Not Humans | SRC-0112: Documentos Analíticos Canónicos P10 (P10_DEEP_DIVE, EVIDENCE_MAP, WORKFLOW_PLAYBOOK, EXPERIMENT_PROTOCOL, GAPS_AND_ACTIONS, SOURCE_INDEX)",SRC-0002; SRC-0040; SRC-0063; SRC-0112,https://docs.typesafe.ai/ | Cuaderno canónico P04 (97480264-ff2c-4816-9dec-4b8ce071500a) | https://www.infoworld.com/article/4223468/typesafe-ais-new-models-work-with-machines-not-humans.html | Cuaderno canónico P10 (762a1766-04d4-4a97-aad4-888b8a309c02),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
