id,pilar,pregunta,puntuacion_alcance,justificacion_alcance,puntuacion_evidencia,justificacion_evidencia,puntuacion_exactitud,justificacion_exactitud,puntuacion_utilidad,justificacion_utilidad,puntuacion_validacion,justificacion_validacion,puntuacion_total,evidencia_observada,deficiencia_residual,estado,fecha,metodo_calculo
JEV-P05-005,P05,¿Cómo estimar el costo esperado de falsos positivos y falsos negativos sin imponer un umbral universal de confianza?,4,"Alcance específico y bien delimitado para JEV-P05-005: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo estimar el costo esperado de falsos positivo...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0020, SRC-0030, SRC-0035, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo estimar el costo esperado de falsos positivo...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0020, SRC-0030, SRC-0035, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-006,P05,"¿Cuándo usar Brier score, log loss y curvas de fiabilidad, y qué aspectos del comportamiento no captura cada medida?",4,"Alcance específico y bien delimitado para JEV-P05-006: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cuándo usar Brier score, log loss y curvas de fia...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0030, SRC-0041, SRC-0042, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,"Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cuándo usar Brier score, log loss y curvas de fia...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0030, SRC-0041, SRC-0042, SRC-0044. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-007,P05,¿Cómo afectan la elección de intervalos y el tamaño de muestra a medidas de error de calibración como ECE?,4,"Alcance específico y bien delimitado para JEV-P05-007: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo afectan la elección de intervalos y el tamañ...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0041, SRC-0044); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo afectan la elección de intervalos y el tamañ...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0003, SRC-0030, SRC-0041, SRC-0044. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-008,P05,¿Cómo detectar buena calibración agregada que oculta errores graves en clases minoritarias o grupos relevantes?,4,"Alcance específico y bien delimitado para JEV-P05-008: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo detectar buena calibración agregada que ocul...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0003, SRC-0020, SRC-0030, SRC-0035, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo detectar buena calibración agregada que ocul...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0003, SRC-0020, SRC-0030, SRC-0035, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-009,P05,¿Cómo ajustar umbrales con validación reservando un conjunto final que permanezca intacto hasta evaluar la política completa?,4,"Alcance específico y bien delimitado para JEV-P05-009: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo ajustar umbrales con validación reservando u...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0035, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo ajustar umbrales con validación reservando u...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0003, SRC-0030, SRC-0035, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-010,P05,¿Cómo expresar incertidumbre de las métricas y decidir si hay muestra suficiente para automatizar una fracción del tráfico?,4,"Alcance específico y bien delimitado para JEV-P05-010: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo expresar incertidumbre de las métricas y dec...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0020, SRC-0030, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo expresar incertidumbre de las métricas y dec...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0020, SRC-0030, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-011,P05,¿Cómo cambia la decisión óptima cuando se modifica la prevalencia de una clase aunque el modelo no haya cambiado?,4,"Alcance específico y bien delimitado para JEV-P05-011: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo cambia la decisión óptima cuando se modifica...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0035, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo cambia la decisión óptima cuando se modifica...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0035, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-012,P05,¿Qué muestran las curvas de riesgo frente a cobertura y cómo incorporar el costo de los casos escalados a humanos?,4,"Alcance específico y bien delimitado para JEV-P05-012: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué muestran las curvas de riesgo frente a cobert...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0020, SRC-0029, SRC-0032, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué muestran las curvas de riesgo frente a cobert...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0020, SRC-0029, SRC-0032, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-013,P05,"¿Qué métodos de recalibración podrían evaluarse y qué datos, supuestos y riesgos de sobreajuste requiere cada uno?",4,"Alcance específico y bien delimitado para JEV-P05-013: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué métodos de recalibración podrían evaluarse y ...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0030, SRC-0039, SRC-0041, SRC-0042); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué métodos de recalibración podrían evaluarse y ...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0030, SRC-0039, SRC-0041, SRC-0042. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-014,P05,¿Cuándo es pertinente la predicción conforme y qué supuestos impedirían tratar sus garantías como universales en producción?,4,"Alcance específico y bien delimitado para JEV-P05-014: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cuándo es pertinente la predicción conforme y qué...'.",4,"Evidencia externa verificable basada en 3 fuentes oficiales (SRC-0039, SRC-0041, SRC-0043); reducida a 4/5 por centinela de herramienta no expuesta.",4,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cuándo es pertinente la predicción conforme y qué...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0039, SRC-0041, SRC-0043. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-015,P05,¿Cómo distinguir desacuerdo razonable entre etiquetas humanas de mala calibración o errores del modelo?,4,"Alcance específico y bien delimitado para JEV-P05-015: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo distinguir desacuerdo razonable entre etique...'.",4,"Evidencia externa verificable basada en 3 fuentes oficiales (SRC-0030, SRC-0039, SRC-0041); reducida a 4/5 por centinela de herramienta no expuesta.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo distinguir desacuerdo razonable entre etique...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0030, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-016,P05,¿Qué significa una salida muy segura ante evidencia insuficiente y qué controles externos pueden detectarla?,4,"Alcance específico y bien delimitado para JEV-P05-016: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué significa una salida muy segura ante evidenci...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0030, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué significa una salida muy segura ante evidenci...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0030, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-017,P05,¿Por qué combinar probabilidades de varias decisiones puede ser inválido si sus errores están correlacionados?,4,"Alcance específico y bien delimitado para JEV-P05-017: aborda supuestos, términos y condiciones de aplicabilidad para '¿Por qué combinar probabilidades de varias decisio...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0030, SRC-0034, SRC-0039, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Por qué combinar probabilidades de varias decisio...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0030, SRC-0034, SRC-0039, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-018,P05,"¿Cómo detectar pérdida de calibración tras cambios de dominio, idioma, taxonomía o versión y decidir cuándo recalibrar?",4,"Alcance específico y bien delimitado para JEV-P05-018: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo detectar pérdida de calibración tras cambios...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0020, SRC-0030, SRC-0035, SRC-0041); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo detectar pérdida de calibración tras cambios...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0020, SRC-0030, SRC-0035, SRC-0041. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-019,P05,¿Cómo presentar incertidumbre a una persona operadora sin inducir confianza excesiva ni convertir cada caso en una revisión innecesaria?,4,"Alcance específico y bien delimitado para JEV-P05-019: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo presentar incertidumbre a una persona operad...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0032, SRC-0041, SRC-0045); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo presentar incertidumbre a una persona operad...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0003, SRC-0030, SRC-0032, SRC-0041, SRC-0045. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P05-020,P05,"¿Qué política documentada de umbrales, revisión y abstención debería acompañar cada piloto de Jev?",4,"Alcance específico y bien delimitado para JEV-P05-020: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué política documentada de umbrales, revisión y ...'.",4,"Contraste documental sólido con 7 fuentes catalogadas (SRC-0003, SRC-0030, SRC-0031, SRC-0035, SRC-0038, SRC-0041, SRC-0045); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,"Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué política documentada de umbrales, revisión y ...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0003, SRC-0030, SRC-0031, SRC-0035, SRC-0038, SRC-0041, SRC-0045. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P05.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-001,P06,¿Qué hipótesis concreta de utilidad debe aprobar Jev frente a una línea base antes de incorporarlo a un desarrollo?,4,"Alcance específico y bien delimitado para JEV-P06-001: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué hipótesis concreta de utilidad debe aprobar J...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0002, SRC-0030, SRC-0035, SRC-0046, SRC-0049); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué hipótesis concreta de utilidad debe aprobar J...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0030, SRC-0035, SRC-0046, SRC-0049. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-002,P06,"¿Qué comparadores representan alternativas realistas: reglas, búsqueda, modelos clásicos, modelos pequeños, LLM estructurado o trabajo humano?",4,"Alcance específico y bien delimitado para JEV-P06-002: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué comparadores representan alternativas realist...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0001, SRC-0002, SRC-0035, SRC-0046, SRC-0048); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué comparadores representan alternativas realist...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0001, SRC-0002, SRC-0035, SRC-0046, SRC-0048. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-003,P06,¿Cómo construir un conjunto representativo de decisiones reales usando inicialmente datos públicos o sintéticos y documentando el límite de transferencia?,4,"Alcance específico y bien delimitado para JEV-P06-003: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo construir un conjunto representativo de deci...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0002, SRC-0030, SRC-0046, SRC-0047, SRC-0048); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo construir un conjunto representativo de deci...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0030, SRC-0046, SRC-0047, SRC-0048. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-004,P06,"¿Cómo separar ajuste, calibración y evaluación final evitando filtración entre entidades, documentos relacionados o períodos?",4,"Alcance específico y bien delimitado para JEV-P06-004: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo separar ajuste, calibración y evaluación fin...'.",4,"Contraste documental sólido con 5 fuentes catalogadas (SRC-0002, SRC-0030, SRC-0046, SRC-0047, SRC-0049); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,"Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo separar ajuste, calibración y evaluación fin...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0030, SRC-0046, SRC-0047, SRC-0049. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-005,P06,¿Qué protocolo de anotación humana produce etiquetas y desacuerdos auditables sin tomar el consenso de modelos como verdad absoluta?,4,"Alcance específico y bien delimitado para JEV-P06-005: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué protocolo de anotación humana produce etiquet...'.",4,"Contraste documental sólido con 6 fuentes catalogadas (SRC-0001, SRC-0030, SRC-0041, SRC-0046, SRC-0047, SRC-0048); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué protocolo de anotación humana produce etiquet...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0001, SRC-0030, SRC-0041, SRC-0046, SRC-0047, SRC-0048. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P06-006,P06,"¿Cómo calcular o justificar tamaño de muestra según frecuencia del error importante, efecto mínimo y precisión de la estimación?",4,"Alcance específico y bien delimitado para JEV-P06-006: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo calcular o justificar tamaño de muestra segú...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0046, SRC-0047, SRC-0049); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo calcular o justificar tamaño de muestra segú...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0046, SRC-0047, SRC-0049. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P06.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
