id_afirmacion,id_respuesta,pilar,pregunta,texto_afirmacion,fuente_src,titulo_fuente,url_fuente,tipo_relacion_respaldo,limite_epistemico
AF-JEV-P18-012-04,JEV-P18-012,P18,"¿Qué datos, etiquetas, procesos o experiencia de dominio podrían formar una ventaja sostenible más allá de acceder al mismo modelo que otros?","Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué datos, etiquetas, procesos o experiencia de dominio podrían formar una ventaja sosten...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-013-01,JEV-P18-013,P18,¿Cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de valor y sin ocultar diferencias de calidad?,Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de val...,SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-013-02,JEV-P18-013,P18,¿Cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de valor y sin ocultar diferencias de calidad?,Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de val...,SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-013-03,JEV-P18-013,P18,¿Cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de valor y sin ocultar diferencias de calidad?,Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de val...,SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-013-04,JEV-P18-013,P18,¿Cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de valor y sin ocultar diferencias de calidad?,"Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿cómo diseñar un producto que permita cambiar de proveedor conservando su propuesta de val...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-014-01,JEV-P18-014,P18,¿Qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabilidad sin asumir disposición a pagar?,Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabili...,SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-014-02,JEV-P18-014,P18,¿Qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabilidad sin asumir disposición a pagar?,Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabili...,SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-014-03,JEV-P18-014,P18,¿Qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabilidad sin asumir disposición a pagar?,Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabili...,SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-014-04,JEV-P18-014,P18,¿Qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabilidad sin asumir disposición a pagar?,"Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué esquema de precio tendría relación con el valor entregado y cómo comprobar su viabili...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-015-01,JEV-P18-015,P18,"¿Qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad aunque su factibilidad técnica fuese alta?","Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad au...",SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-015-02,JEV-P18-015,P18,"¿Qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad aunque su factibilidad técnica fuese alta?","Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad au...",SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-015-03,JEV-P18-015,P18,"¿Qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad aunque su factibilidad técnica fuese alta?","Fundamentación técnica documentada en Documentos Analíticos Canónicos P06 (P06_DEEP_DIVE, EVIDENCE_MAP, EVALUATION_PLAYBOOK) relativa a ¿qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad au...",SRC-0046,Fuente SRC-0046,Cuaderno canónico P06 (`9b87f42f-e3f9-49ca-afb4-affe7c6259da`),analisis_interno,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-015-04,JEV-P18-015,P18,"¿Qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad aunque su factibilidad técnica fuese alta?","Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué riesgos de privacidad, equidad y responsabilidad harían inadecuada una oportunidad au...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-016-01,JEV-P18-016,P18,¿Qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigir conocer probabilidades o detalles del modelo?,Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigi...,SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-016-02,JEV-P18-016,P18,¿Qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigir conocer probabilidades o detalles del modelo?,Fundamentación técnica documentada en TypeSafe AI Concepts: Use Case Map relativa a ¿qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigi...,SRC-0005,Fuente SRC-0005,https://docs.typesafe.ai/concepts/use-case-map,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-016-03,JEV-P18-016,P18,¿Qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigir conocer probabilidades o detalles del modelo?,Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigi...,SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-016-04,JEV-P18-016,P18,¿Qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigir conocer probabilidades o detalles del modelo?,"Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué requisitos de experiencia de usuario permiten revisar y corregir decisiones sin exigi...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-017-01,JEV-P18-017,P18,"¿Qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o planificación en vez de un juicio semántico acotado?","Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o pla...",SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-017-02,JEV-P18-017,P18,"¿Qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o planificación en vez de un juicio semántico acotado?","Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o pla...",SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-017-03,JEV-P18-017,P18,"¿Qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o planificación en vez de un juicio semántico acotado?","Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o pla...",SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-017-04,JEV-P18-017,P18,"¿Qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o planificación en vez de un juicio semántico acotado?","Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué señales revelarían que una oportunidad necesita generación, cálculo, percepción o pla...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-018-01,JEV-P18-018,P18,"¿Cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa actual, evidencia, piloto y condición de descarte?",Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa ...,SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-018-02,JEV-P18-018,P18,"¿Cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa actual, evidencia, piloto y condición de descarte?",Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa ...,SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-018-03,JEV-P18-018,P18,"¿Cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa actual, evidencia, piloto y condición de descarte?",Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa ...,SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-018-04,JEV-P18-018,P18,"¿Cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa actual, evidencia, piloto y condición de descarte?","Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿cómo preparar fichas comparables para al menos diez oportunidades incluyendo alternativa ...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-019-01,JEV-P18-019,P18,"¿Qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbre y límites explícitos de inversión?","Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbr...",SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-019-02,JEV-P18-019,P18,"¿Qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbre y límites explícitos de inversión?","Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbr...",SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-019-03,JEV-P18-019,P18,"¿Qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbre y límites explícitos de inversión?","Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbr...",SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-019-04,JEV-P18-019,P18,"¿Qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbre y límites explícitos de inversión?","Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué cartera de experimentos combina mejoras inmediatas, exploración de mayor incertidumbr...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-020-01,JEV-P18-020,P18,¿Qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descartada sin mantenerla indefinidamente por entusiasmo inicial?,Fundamentación técnica documentada en Introducing System One Models and Jev relativa a ¿qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descar...,SRC-0001,Fuente SRC-0001,https://typesafe.ai/blog/introducing-system-one-models-and-jev,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-020-02,JEV-P18-020,P18,¿Qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descartada sin mantenerla indefinidamente por entusiasmo inicial?,Fundamentación técnica documentada en DataCamp: Jev — TypeSafe's System One Model Explained relativa a ¿qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descar...,SRC-0010,Fuente SRC-0010,https://www.datacamp.com/blog/system-one-models-jev,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-020-03,JEV-P18-020,P18,¿Qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descartada sin mantenerla indefinidamente por entusiasmo inicial?,Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descar...,SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P18-020-04,JEV-P18-020,P18,¿Qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descartada sin mantenerla indefinidamente por entusiasmo inicial?,"Fundamentación técnica documentada en CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared relativa a ¿qué cambios tecnológicos o resultados nuevos justificarían revisar una oportunidad descar...",SRC-0095,Fuente SRC-0095,https://www.cloudzero.com/blog/groq-pricing/,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P18.
AF-JEV-P05-001-01,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en TypeSafe AI Official Documentation relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0002,Fuente SRC-0002,https://docs.typesafe.ai/,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-001-02,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en TypeSafe AI: Confidence & Calibration relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0003,Fuente SRC-0003,https://docs.typesafe.ai/confidence,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-001-03,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en Benchmarks Comunitarios de Calibración (scienthoon & yodablocks) relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0028,Fuente SRC-0028,"GitHub: scienthoon/jev-ood-calibration, yodablocks/jev-orderby-bench",medido_independiente,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-001-04,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en Guo et al. (2017): On Calibration of Modern Neural Networks relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0030,Fuente SRC-0030,https://arxiv.org/abs/1706.04599,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-001-05,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en The Foundations of Cost-Sensitive Learning relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0035,Fuente SRC-0035,https://cdn.aaai.org/IJCAI/2001/IJCAI01-135.pdf,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-001-06,JEV-P05-001,P05,"¿Qué significan exactamente las probabilidades y confidence devueltos por Jev, y cuál es su relación documentada con la corrección de una decisión?","Fundamentación técnica documentada en TypeSafe AI System One API Reference & State Specs (`POST /v1/systemone`) relativa a ¿qué significan exactamente las probabilidades y confidence devueltos por jev, y cuál es s...",SRC-0039,Fuente SRC-0039,https://docs.typesafe.ai/api,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-01,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en Guo et al. (2017): On Calibration of Modern Neural Networks relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0030,Fuente SRC-0030,https://arxiv.org/abs/1706.04599,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-02,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en Fundamentos de Clasificación Ordinal y Matriz de Costes relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0033,Fuente SRC-0033,https://en.wikipedia.org/wiki/Ordinal_classification,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-03,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en The Foundations of Cost-Sensitive Learning relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0035,Fuente SRC-0035,https://cdn.aaai.org/IJCAI/2001/IJCAI01-135.pdf,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-04,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en Documentos Analíticos Canónicos P05 (P05_DEEP_DIVE, EVIDENCE_MAP, CALIBRATION_PLAYBOOK) relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0041,Fuente SRC-0041,Cuaderno canónico P05 (`d65c48bf-c7d3-44d4-b0cf-79842f3df7dc`),analisis_interno,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-05,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en Niculescu-Mizil & Caruana (2005): Predicting Good Probabilities With Supervised Learning relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0042,Fuente SRC-0042,https://doi.org/10.1145/1102351.1102430,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-002-06,JEV-P05-002,P05,"¿Cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un mismo ejemplo numérico sintético?","Fundamentación técnica documentada en Brier (1950): Verification of Forecasts Expressed in Terms of Probability relativa a ¿cómo distinguir calibración, discriminación, exactitud y utilidad empresarial usando un m...",SRC-0044,Fuente SRC-0044,https://doi.org/10.1175/1520-0493(1950)078<0001:VOFEIT>2.0.CO;2,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-003-01,JEV-P05-003,P05,¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,Fundamentación técnica documentada en TypeSafe AI: Confidence & Calibration relativa a ¿qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros d...,SRC-0003,Fuente SRC-0003,https://docs.typesafe.ai/confidence,documentado_proveedor,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-003-02,JEV-P05-003,P05,¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,Fundamentación técnica documentada en Benchmarks Comunitarios de Calibración (scienthoon & yodablocks) relativa a ¿qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros d...,SRC-0028,Fuente SRC-0028,"GitHub: scienthoon/jev-ood-calibration, yodablocks/jev-orderby-bench",medido_independiente,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-003-03,JEV-P05-003,P05,¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,Fundamentación técnica documentada en Guo et al. (2017): On Calibration of Modern Neural Networks relativa a ¿qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros d...,SRC-0030,Fuente SRC-0030,https://arxiv.org/abs/1706.04599,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-003-04,JEV-P05-003,P05,¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,"Fundamentación técnica documentada en Documentos Analíticos Canónicos P05 (P05_DEEP_DIVE, EVIDENCE_MAP, CALIBRATION_PLAYBOOK) relativa a ¿qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros d...",SRC-0041,Fuente SRC-0041,Cuaderno canónico P05 (`d65c48bf-c7d3-44d4-b0cf-79842f3df7dc`),analisis_interno,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-003-05,JEV-P05-003,P05,¿Qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros datos y no solo en un benchmark del proveedor?,Fundamentación técnica documentada en Brier (1950): Verification of Forecasts Expressed in Terms of Probability relativa a ¿qué evidencia sería necesaria para afirmar que las salidas están calibradas en nuestros d...,SRC-0044,Fuente SRC-0044,https://doi.org/10.1175/1520-0493(1950)078<0001:VOFEIT>2.0.CO;2,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-004-01,JEV-P05-004,P05,"¿Cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o abstenerse según la incertidumbre y el impacto?","Fundamentación técnica documentada en GitHub Gist: pjburnhill — Comprehensive Project Reference for Jev relativa a ¿cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o absteners...",SRC-0020,Fuente SRC-0020,https://gist.github.com/pjburnhill/adf8d28efcad9df037bfdece178ef965,medido_independiente,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-004-02,JEV-P05-004,P05,"¿Cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o abstenerse según la incertidumbre y el impacto?","Fundamentación técnica documentada en Geifman & El-Yaniv (2017): Selective Classification for Deep Neural Networks relativa a ¿cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o absteners...",SRC-0029,Fuente SRC-0029,https://arxiv.org/abs/1705.08500,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-004-03,JEV-P05-004,P05,"¿Cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o abstenerse según la incertidumbre y el impacto?","Fundamentación técnica documentada en Mozannar & Sontag (2020): Consistent Estimators for Learning to Defer to an Expert relativa a ¿cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o absteners...",SRC-0032,Fuente SRC-0032,https://arxiv.org/abs/2006.01862,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
AF-JEV-P05-004-04,JEV-P05-004,P05,"¿Cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o abstenerse según la incertidumbre y el impacto?","Fundamentación técnica documentada en The Foundations of Cost-Sensitive Learning relativa a ¿cómo diseñar una política que elija entre actuar, solicitar contexto, escalar o absteners...",SRC-0035,Fuente SRC-0035,https://cdn.aaai.org/IJCAI/2001/IJCAI01-135.pdf,referencia_tecnica,Válido bajo contrato typesafe-sdk 0.7.0 y supuestos operacionales del Pilar P05.
