id,pilar,pregunta,puntuacion_alcance,justificacion_alcance,puntuacion_evidencia,justificacion_evidencia,puntuacion_exactitud,justificacion_exactitud,puntuacion_utilidad,justificacion_utilidad,puntuacion_validacion,justificacion_validacion,puntuacion_total,evidencia_observada,deficiencia_residual,estado,fecha,metodo_calculo
JEV-P15-020,P15,"¿Qué criterios permitirían aprobar, reformular o archivar cada piloto de QRT y qué decisiones requieren validación adicional del equipo?",4,"Delimitación operativa formal: Ámbito de JEV-P15-020: En el contexto de P15, JEV-P15-020 audita los contratos necesarios para «¿Qué criterios permitirían aprobar, reformular o archivar cada piloto de QRT y qué decisiones requieren validación adicional. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0001, SRC-0045, SRC-0067, SRC-0117), destacando SRC-0001; SRC-0045; SRC-0067. Hallazgo sustantivo: Al término del período de evaluación de 60 días de los pilotos QRT-01 y QRT-02, el Director Quant y el comité de tecnología deben aplicar una regla tripartita de dictamen: 1) Aprob. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Dictamen automatizado por métricas: Un script compila la matriz de resultados (Precisión, Ahorro de tiempo, Costo total, Incidentes de seguridad) y emite la recomendación formal.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la sesión de rendición de cuentas final del Programa Jev con la dirección de QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: Los criterios de decisión a 60 días permiten cerrar o promover el 100% de los pilotos evaluados de forma concluyente. Métricas: Dictamen definitivo ejecutado sobre los pilotos QRT-01 y QRT-02. Criteri. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0001, SRC-0045, SRC-0067, SRC-0117. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Desperdicio prolongado de tiempo de investigación Criterios cuantitativos rígidos a los 60 días Archivo definitivo sin contemplaciones si no cumple Resultado. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-001,P12,"¿Qué objetivos de calidad, disponibilidad y latencia debe definir cada flujo antes de fijar su dependencia de Jev?",4,"Delimitación operativa formal: Ámbito de JEV-P12-001: El análisis técnico de JEV-P12-001 formaliza el tratamiento de «¿Qué objetivos de calidad, disponibilidad y latencia debe definir cada flujo antes de fijar su dependencia de Jev» en el Pilar P12. V. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: Antes de introducir Jev 1.13 en cualquier flujo productivo, deben establecerse Service Level Objectives (SLOs) cuantitativos y medibles: Disponibilidad mensual >= 99.9%, Latencia d. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Presupuesto de error mensual: Para un SLO de 99.9% de disponibilidad, el tiempo máximo de indisponibilidad permitido es de 43.2 minutos al mes. Las métricas de latencia se computan en percentiles p50, p95 y p99 usando Pr. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la monitorización del gateway de microservicios de QRT y Wheelwork.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: La fijación de SLOs con presupuesto de error reduce los incidentes de saturación en un 75%. Métricas: Minutos de degradación no planificada al mes. Criterio de Rechazo: Menos de 30 minutos de degradac. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Degradación silenciosa del servicio Alarmas de percentiles en Prometheus Activar fallback si p95 excede 250 ms Fuga de descriptores de archivos y crash Monit. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-002,P12,"¿Qué errores se deben reintentar y cuáles requieren corregir entrada, credenciales, cuota o configuración antes de repetir una llamada?",4,"Delimitación operativa formal: Ámbito de JEV-P12-002: La delimitación de JEV-P12-002 establece las condiciones operacionales para «¿Qué errores se deben reintentar y cuáles requieren corregir entrada, credenciales, cuota o configuración antes de repet. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El sistema operativo debe diferenciar estrictamente entre errores transitorios (red, congestión de API) y errores permanentes (esquema, credenciales, límites de negocio). Errores H. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Estrategia Full Jitter: Tiempo de espera $t_i = \min(t_{\max}, t_{\text{base}} \cdot 2^i) \cdot U(1 - j, 1 + j)$. Si tras 3 reintentos el error persiste, se aborta la transacción y se deriva al flujo degradado.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la capa de acceso a datos de los colectores de noticias en tiempo real de QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: La política de reintento con jitter absorbe el 95% de los micro-cortes de red sin impacto en el usuario. Métricas: Tasa de recuperación exitosa tras primer fallo de conexión. Criterio de Rechazo: Recu. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Agotamiento de hilos del servidor Filtro estricto en política de reintento Reintentar exclusivamente errores 429 y 5xx Fuga de descriptores de archivos y cra. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-003,P12,¿Cómo impedir que un timeout o reintento duplique una acción posterior aunque el estado de la llamada original sea incierto?,4,"Delimitación operativa formal: Ámbito de JEV-P12-003: Para resolver JEV-P12-003, la arquitectura define las fronteras de «¿Cómo impedir que un timeout o reintento duplique una acción posterior aunque el estado de la llamada original sea incierto» en P. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: Cuando una llamada a Jev experimenta un timeout de red, el estado final en el servidor remoto es incierto (pudo haberse procesado antes del corte). Para evitar que el reintento dup. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Registro de idempotencia: Almacenar en Redis SET idempotency:<uuid> 'PROCESSING' NX EX 120. Si la clave ya existe, esperar el resultado previo o retornar la respuesta almacenada sin invocar nuevamente a Jev.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la ejecución de señales cuantitativas generadas por QRT antes de enviar órdenes a MetaTrader 5.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El control de idempotencia previene el 100% de las transacciones duplicadas ante fallos de timeout. Métricas: Operaciones duplicadas registradas en auditoría financiera. Criterio de Rechazo: 0 operaci. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Pérdida de capital por doble ejecución Claves UUIDv4 obligatorias por evento Bloqueo distribuido en Redis con NX Fuga de descriptores de archivos y crash Mon. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-004,P12,"¿Qué presupuesto de tiempo asignar a preparación, inferencia, respaldo y revisión para cumplir un objetivo de extremo a extremo?",4,"Delimitación operativa formal: Ámbito de JEV-P12-004: El alcance de JEV-P12-004 estructura los requerimientos de «¿Qué presupuesto de tiempo asignar a preparación, inferencia, respaldo y revisión para cumplir un objetivo de extremo a extremo» bajo typ. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El cumplimiento de un SLA total de extremo a extremo exige la asignación explícita de un presupuesto de tiempo (Time Budget) distribuido entre todas las fases de la transacción. Pa. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Deadline Propagation: Pasar una marca de tiempo límite (deadline = now() + timeout) a lo largo de todo el pipeline. Si al llegar a la fase de inferencia el tiempo restante es menor a 150 ms, se aborta la llamada a Jev y . Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la evaluación en tiempo real de candidatos postulando en el portal web de Wheelwork.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El control de presupuesto por etapas garantiza que el 99.5% de las solicitudes se completen dentro del SLA. Métricas: Porcentaje de transacciones completadas bajo el SLA total de 500 ms. Criterio de R. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Quejas de clientes por lentitud en UI Propagación de deadline en cada capa Conmutación a fallback si tiempo restante < 200 ms Fuga de descriptores de archivo. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-005,P12,¿Cómo controlar concurrencia y colas sin asumir que el límite del servicio o la capacidad del sistema son constantes?,4,Delimitación operativa formal: Ámbito de JEV-P12-005: La especificación de JEV-P12-005 regula el flujo de información correspondiente a «¿Cómo controlar concurrencia y colas sin asumir que el límite del servicio o la capacidad del sistema son constant. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El sistema cliente no debe asumir que el límite de tasa de la API de TypeSafe o la capacidad de cómputo son constantes. Debe implementarse un mecanismo de control de concurrencia e. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Algoritmo AIMD: Si la llamada es exitosa, incrementar el límite de concurrencia en +1 hasta un máximo de 20. Si la API retorna un error 429 o latencia > 400 ms, multiplicar el límite de concurrencia por 0.5 de forma inme. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En los procesos de indexación batch y triaje nocturno de noticias en QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El control adaptativo AIMD reduce los errores 429 en un 98% ante ráfagas repentinas de tráfico. Métricas: Tasa de errores 429 recibidos durante picos de carga. Criterio de Rechazo: Errores 429 < 1% de. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Errores 429 masivos y denegación de servicio Semáforos asíncronos en cliente Ajuste dinámico de tasa con algoritmo AIMD Fuga de descriptores de archivos y cr. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-006,P12,"¿Qué métricas y registros permiten distinguir fallos del modelo, del proveedor, de los datos y de la integración?",4,"Delimitación operativa formal: Ámbito de JEV-P12-006: Dentro de P12, JEV-P12-006 parametriza las directrices aplicables a «¿Qué métricas y registros permiten distinguir fallos del modelo, del proveedor, de los datos y de la integración». Versión de Re. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: La observabilidad del sistema debe instrumentarse con OpenTelemetry desacoplando rigurosamente las métricas del modelo, del proveedor de infraestructura, de los datos de entrada y . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Estructura de spans en OpenTelemetry: Span 1 PreprocessValidation -> Span 2 TypeSafeAPI_SystemOne (con etiquetas: http.status_code, model.version, prompt.tokens) -> Span 3 PostprocessDomainLogic.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En el clúster Kubernetes donde se ejecutan los servicios centrales de Wheelwork y QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: La instrumentación estructurada con OpenTelemetry reduce el MTTR de incidentes de producción en un 60%. Métricas: Tiempo medio de resolución de incidentes (MTTR en minutos). Criterio de Rechazo: Ident. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Horas de investigación manual ante caídas Trazabilidad distribuida con OpenTelemetry Instrumentar spans en todas las llamadas remotas Fuga de descriptores de. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-007,P12,"¿Qué condiciones activan degradación, interrupción temporal, escalamiento humano o reversión a una configuración validada?",4,"Delimitación operativa formal: Ámbito de JEV-P12-007: El marco de JEV-P12-007 examina las restricciones de despliegue relativas a «¿Qué condiciones activan degradación, interrupción temporal, escalamiento humano o reversión a una configuración validad. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El sistema debe contar con un Circuit Breaker automatizado que proteja los servicios downstream ante degradaciones del proveedor TypeSafe. El disyuntor debe conmutar de estado CERR. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Estados del Circuit Breaker: CERRADO -> 5 fallos consecutivos -> ABIERTO (enrutamiento al fallback local por 60s) -> SEMI-ABIERTO (probar 1 petición de prueba). Si la petición tiene éxito, se cierra el circuito.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la pasarela de procesamiento de currículums de Wheelwork.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El Circuit Breaker previene caídas en cascada manteniendo una disponibilidad del servicio del 99.95% vía fallback. Métricas: Disponibilidad efectiva del servicio ante caída simulada de la API. Criteri. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Indisponibilidad total del producto Circuit Breaker con conmutación automática Activar fallback local sin intervención humana Fuga de descriptores de archivo. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-008,P12,"¿Cómo fijar y registrar versiones del modelo, SDK, taxonomía, criterios y preparación de contexto en cada decisión?",4,"Delimitación operativa formal: Ámbito de JEV-P12-008: La ingeniería de JEV-P12-008 fija los supuestos de contorno para responder a «¿Cómo fijar y registrar versiones del modelo, SDK, taxonomía, criterios y preparación de contexto en cada decisión». Ve. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: Toda decisión emitida en producción debe registrar inmutablemente los metadatos completos de su generación: modelo exacto (jev-1.13.0), versión de SDK (typesafe_sdk 0.7.0), hash cr. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Esquema de auditoría inmutable en PostgreSQL/BigQuery: decision_id UUID PRIMARY KEY, model_version VARCHAR(32), sdk_version VARCHAR(32), prompt_hash CHAR(64), state_hash CHAR(64), output_json JSONB, created_at TIMESTAMPT. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la bitácora regulatoria de auditoría de señales financieras de QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: La fijación estricta de metadatos permite reproducir el 100% de las decisiones en bancos de prueba locales. Métricas: Tasa de decisiones históricas reproducibles. Criterio de Rechazo: 100% de reproduc. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Imposibilidad de responder a auditorías externas Esquema relacional con metadatos obligatorios Bloquear escrituras que carezcan de versiones Fuga de descript. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-009,P12,¿Cómo ensayar una nueva versión en modo de observación antes de permitir que sus decisiones afecten procesos reales?,4,"Delimitación operativa formal: Ámbito de JEV-P12-009: Bajo las directrices de P12, JEV-P12-009 circunscribe la inferencia requerida en «¿Cómo ensayar una nueva versión en modo de observación antes de permitir que sus decisiones afecten procesos reales. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: Antes de autorizar que una nueva versión de Jev, una actualización de prompt o un cambio en los parámetros de la API afecten decisiones en producción, el nuevo flujo debe ejecutars. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Duplicación asíncrona no bloqueante: El hilo transaccional responde al usuario con la decisión del modelo A; un worker en background (Celery/Kafka) despacha la misma entrada al modelo B (Shadow) y guarda ambas respuestas. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.,5,Transferencia operacional directa: En el proceso de homologación de nuevas versiones de modelos en Wheelwork.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El modo observación detecta el 90% de los desajustes semánticos antes de que impacten al negocio. Métricas: Divergencias imprevistas detectadas en producción post-lanzamiento. Criterio de Rechazo: Men. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Errores masivos en procesos de negocio reales Pipeline obligatorio de Shadow Mode de 7 días Requerir coincidencia >= 95% para autorizar Fuga de descriptores . Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-010,P12,¿Qué conjunto de regresión detectaría pérdida de calidad en casos raros importantes tras cambios aparentemente menores?,4,Delimitación operativa formal: Ámbito de JEV-P12-010: El perímetro de JEV-P12-010 modela la interacción del sistema al abordar «¿Qué conjunto de regresión detectaría pérdida de calidad en casos raros importantes tras cambios aparentemente menores». Ve. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El mantenimiento de la calidad exige contar con un conjunto de datos de regresión curado (Golden Dataset) enfocado específicamente en casos raros, situaciones limítrofes y excepcio. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Evaluación automatizada en CI: Script que ejecuta el Golden Dataset contra la versión candidata y calcula la tasa de acierto en casos raros. Regla de rechazo: Si aciertos_casos_raros < 100%, el pipeline de CI/CD detiene . Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la suite de pruebas unitarias de regresión de QRT para eventos corporativos atípicos.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: La suite de casos raros previene el 100% de las regresiones en situaciones de alta severidad. Métricas: Tasa de fallos en el Golden Dataset durante despliegues. Criterio de Rechazo: 0 errores tolerado. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Daños financieros graves por casos no detectados Golden Dataset curado en pipeline de CI Bloqueo absoluto ante cualquier fallo en casos raros Fuga de descrip. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-011,P12,¿Cómo desplegar gradualmente y comparar resultados sin que tráfico distinto o estacionalidad falseen la comparación?,4,Delimitación operativa formal: Ámbito de JEV-P12-011: La formulación de JEV-P12-011 estandariza la interacción con la API para «¿Cómo desplegar gradualmente y comparar resultados sin que tráfico distinto o estacionalidad falseen la comparación». Versi. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: El despliegue de cambios en producción debe ejecutarse mediante Canary Releases controladas: 5% del tráfico en el Día 1, 20% en el Día 2, 50% en el Día 3 y 100% en el Día 4. Para e. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Enrutador determinista por hash: Garantiza que un mismo usuario experimente una versión consistente durante toda su sesión, evitando alternancias caóticas entre el sistema legado y el nuevo.. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la actualización de servicios de backend en la plataforma Wheelwork.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El despliegue gradual por hash consistente permite revertir versiones defectuosas afectando a menos del 5% de los usuarios. Métricas: Porcentaje de usuarios afectados durante reversiones de emergencia. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Conclusiones estadísticas inválidas Enrutamiento determinista por hash de usuario Comparar métricas simultáneamente en la misma ventana Fuga de descriptores . Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P12-012,P12,¿Cómo detectar deriva de entradas cuando todavía no existen etiquetas recientes para medir deterioro de las decisiones?,4,"Delimitación operativa formal: Ámbito de JEV-P12-012: En el contexto de P12, JEV-P12-012 audita los contratos necesarios para «¿Cómo detectar deriva de entradas cuando todavía no existen etiquetas recientes para medir deterioro de las decisiones». Ver. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0002, SRC-0042, SRC-0064, SRC-0114), destacando SRC-0002; SRC-0042; SRC-0064. Hallazgo sustantivo: En producción, las etiquetas reales sobre la corrección de una decisión tardan días o semanas en conocerse. Para detectar degradaciones tempranas, el sistema debe monitorear la der. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Métrica Population Stability Index (PSI): $PSI = \sum (P_i - Q_i) \ln(P_i / Q_i)$. Si $PSI > 0.20$ entre la distribución de clases de la semana actual frente a la línea base de entrenamiento, se dispara una alerta preven. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,Transferencia operacional directa: En la supervisión de señales cuantitativas de noticias financieras en QRT.. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis Falsable: El monitoreo de PSI predice el deterioro de decisiones con 10 días de anticipación respecto a las quejas de usuarios. Métricas: Tiempo de antelación en detección de descalibración del modelo. Criterio. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0002, SRC-0042, SRC-0064, SRC-0114. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: Impacto Operativo Detección Temprana Mitigación Arquitectónica Pérdida paulatina de exactitud Monitoreo semanal de PSI y longitudes Alerta temprana si PSI supera 0.20 Fuga de descriptores de archivos y crash Monitoreo de. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
