id,pilar,prioridad,notebook_principal,estado,responsable,archivo_respuesta,fecha_revision,puntuacion_autoevaluacion,puntuacion_revision_independiente,resultado_revision,bloqueo
JEV-P06-012,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-013,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-014,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-015,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-016,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-017,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-018,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-019,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P06-020,P06,B,https://notebook.google.com/notebook/9b87f42f-e3f9-49ca-afb4-affe7c6259da,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P06/JEV-P06-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-001,P07,A,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-002,P07,A,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-003,P07,A,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-004,P07,A,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-005,P07,A,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-006,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-007,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-008,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-009,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-010,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-011,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-012,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-013,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-014,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-015,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-016,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-017,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-018,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-019,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P07-020,P07,B,https://notebook.google.com/notebook/c4456cc0-01f4-48aa-866e-cdc1ad44cf6a,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P07/JEV-P07-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-001,P08,A,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-002,P08,A,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-003,P08,A,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-004,P08,A,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-005,P08,A,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-006,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-007,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-008,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-009,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-010,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-011,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-012,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-013,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-014,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-015,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-016,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-017,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-018,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-019,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P08-020,P08,B,https://notebook.google.com/notebook/ec4c11a4-5a35-49f7-83fa-743ade425e0f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P08/JEV-P08-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-001,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-002,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-003,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-004,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-005,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-006,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-007,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-008,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-009,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-010,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-011,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-012,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-013,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-014,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-015,P09,A,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-016,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-017,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-018,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-019,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P09-020,P09,B,https://notebook.google.com/notebook/9caaa68c-dd93-4ac9-b250-ac3d4fae0bdf,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P09/JEV-P09-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-001,P10,A,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-002,P10,A,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-003,P10,A,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-004,P10,A,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-005,P10,A,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-006,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-007,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-008,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-009,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-010,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-011,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-012,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-013,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-014,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-015,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-016,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-017,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-018,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-019,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P10-020,P10,B,https://notebook.google.com/notebook/762a1766-04d4-4a97-aad4-888b8a309c02,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P10/JEV-P10-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-001,P11,A,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-002,P11,A,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-003,P11,A,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-004,P11,A,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-005,P11,A,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-006,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-007,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-008,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-009,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-010,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-011,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-012,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-013,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-014,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-015,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-016,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-017,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-018,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-019,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P11-020,P11,B,https://notebook.google.com/notebook/703b4f94-7e0f-46e4-8fa1-7df6cb846fa0,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P11/JEV-P11-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-001,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-001.md,2026-09-20,20/20,pendiente,pendiente,
