id,hash_inicial,requisitos_especificos,defectos,evidencia_consultada,accion,estado_correccion,rubrica_alcance,rubrica_evidencia,rubrica_exactitud,rubrica_utilidad,rubrica_validacion,autoevaluador,revision_externa,bloqueo,hash_final
JEV-P05-008,1ab821a77eee73b196bb564d3ccb689300b07276f33ba89e9e5d1025a6088d97,Responder estrictamente a: ¿Cómo detectar buena calibración agregada que oculta errores graves en clases minoritarias o grupos relevantes?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,6fc90c30450720224bd94d8668b516fb0ba93b2c7e0e0a8a5d4350b9e96c4f32
JEV-P05-009,7b66c9c40305c41bc83d3a3968ca1134d7864d8a4ae0fad780c8e561671d2274,Responder estrictamente a: ¿Cómo ajustar umbrales con validación reservando un conjunto final que permanezca intacto hasta evaluar la política completa?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,7858682965b3e2fba456181fff9ae18e146efc7ae4f3cb6932e509972c40bae7
JEV-P05-010,e19c41e00bb16c1546839516f295d0bca39216de96f4b5dcbcc366e226658ff4,Responder estrictamente a: ¿Cómo expresar incertidumbre de las métricas y decidir si hay muestra suficiente para automatizar una fracción del tráfico?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,8a360e2f626b9e559bb41f8e57dd33e6347f3bddc569df0ad62e76889198ffd5
JEV-P05-011,5b8e530085806e7a13cd10a1f229eb4db3ea0f0e6548ca6c56123e8b84e3bf7a,Responder estrictamente a: ¿Cómo cambia la decisión óptima cuando se modifica la prevalencia de una clase aunque el modelo no haya cambiado?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,a24678fa1d5961e207d216cd6a3884487758a506dda21271c8562048e6ae6165
JEV-P05-012,226a8f3f748e556eb6291c952e26894216f9b8bbc8b4d2790eccb239a39dc9b2,Responder estrictamente a: ¿Qué muestran las curvas de riesgo frente a cobertura y cómo incorporar el costo de los casos escalados a humanos?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,d03c4612ee555b6a5b4281a53ff2fbfcec5b125c7f4615144e6be62a2489d902
JEV-P05-013,34d7454abd33616943f5e75a7cbfd1e9b088c66df272e60b95fdd1004100fce8,"Responder estrictamente a: ¿Qué métodos de recalibración podrían evaluarse y qué datos, supuestos y riesgos de sobreajuste requiere cada uno?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,74a7246c9a5939e96fb7631f62966fefdff321f283f47a72e2cd80f6737ff11a
JEV-P05-014,ce303da218433386387bd742592e81b0addc39d98ab7b1912c6d309732024976,Responder estrictamente a: ¿Cuándo es pertinente la predicción conforme y qué supuestos impedirían tratar sus garantías como universales en producción?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,c49f273bf5f42834f9b2c11d1f3b17ba346eb65e376d44ed3210be9355e20d86
JEV-P05-015,96bcf8e08db245f56b17155cf33c237afd66957d01b07b458eda193e44ede506,Responder estrictamente a: ¿Cómo distinguir desacuerdo razonable entre etiquetas humanas de mala calibración o errores del modelo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,a609bbf7eca46858aaa4d7a100f783b12dcf098155ec3b275af4e01a404a37c2
JEV-P05-016,91b5c4898c744de697131bbaf4f5947152c7d21ecf506461fd61ee569e7bf771,Responder estrictamente a: ¿Qué significa una salida muy segura ante evidencia insuficiente y qué controles externos pueden detectarla?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,89b4c4e72fc7cb0c4be491e1adba846e846b122220bfd05d02ea69b70f44739a
JEV-P05-017,63012166c16a93cb0c33dbaaa0d7270d9d9f843aa61e9e202be3dd0a2de2e793,Responder estrictamente a: ¿Por qué combinar probabilidades de varias decisiones puede ser inválido si sus errores están correlacionados?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,76dffa1b0bb40354a2272c2164d9de30bdc347cc7dbdcc9789805b467d6b4b67
JEV-P05-018,1aeea9ed726bd6d4091f1ae31d9d8aa80240bd81a13c04d1ad640b2b05de574b,"Responder estrictamente a: ¿Cómo detectar pérdida de calibración tras cambios de dominio, idioma, taxonomía o versión y decidir cuándo recalibrar?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,8483848ce42e0c761d2bbca42160141914282490cc9955eeede89099df708136
JEV-P05-019,73d0bf301153443b443316f92e5929f95d903382a95cb2c287acc5f5c40e82fd,Responder estrictamente a: ¿Cómo presentar incertidumbre a una persona operadora sin inducir confianza excesiva ni convertir cada caso en una revisión innecesaria?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,4c83d92f57c2720ca4cb482f0ad8c262aff97b3c663a809ffc6c675a91802039
JEV-P05-020,c96aaf53893a6c884958ef5b75c6ba20aee01faa9e295b741e5282884f47601a,"Responder estrictamente a: ¿Qué política documentada de umbrales, revisión y abstención debería acompañar cada piloto de Jev?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P05 (d65c48bf-c7d3-44d4-b0cf-79842f3df7dc), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,dcbf20d3be3f24865454693c786af6aff7ff867dd8347d2a3dfea9cb8039a192
JEV-P06-001,41d73cdedcc83c295e6a339097d28a985c433f7c28cb8d9e2873add7e9d749d6,Responder estrictamente a: ¿Qué hipótesis concreta de utilidad debe aprobar Jev frente a una línea base antes de incorporarlo a un desarrollo?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,b379f2afc788b9a32c35b617ae5d25a214bc41c41b28de043378649889c1eeb4
JEV-P06-002,9bf4655705d0021c811b4b34235a576c2da7cbcde6dd8cb8245cd5d5fdd212c5,"Responder estrictamente a: ¿Qué comparadores representan alternativas realistas: reglas, búsqueda, modelos clásicos, modelos pequeños, LLM estructurado o trabajo humano?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,49590e8ad82eec9d87628d52332c8f0407a965d5eb244b278b073421ffb93ac2
JEV-P06-003,e90750cad0fe6fe00c1e9b292a9246d2e7fec4ff0ec1af090d7e2542c314dcf3,Responder estrictamente a: ¿Cómo construir un conjunto representativo de decisiones reales usando inicialmente datos públicos o sintéticos y documentando el límite de transferencia?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,ae9a67dfd5cd5b0fd1ad1ffa92270230ad49e74b966251052d3913a3755bd968
JEV-P06-004,63e2c9929aa53458cdc40c15925b146a3eec84d278a8c45e7bbf2c8f8d775c71,"Responder estrictamente a: ¿Cómo separar ajuste, calibración y evaluación final evitando filtración entre entidades, documentos relacionados o períodos?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,0ea9651b2d3ebf56920a60aeecf3eb26f57533185f44c9bfd447fa4d43384171
JEV-P06-005,a49d9d29e28c4263e07f842c1f0c5aa2346354f8bc4635498b926445bb8a002c,Responder estrictamente a: ¿Qué protocolo de anotación humana produce etiquetas y desacuerdos auditables sin tomar el consenso de modelos como verdad absoluta?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,dc2575887dfc5177fdddd7c87992d32a2ea1c7cf6b203c8a5b98a898994a6fd5
JEV-P06-006,6a4083bb55d29c45b0412fc8a121a133c64f74e3a2e6b1f8a2511613c068ea05,"Responder estrictamente a: ¿Cómo calcular o justificar tamaño de muestra según frecuencia del error importante, efecto mínimo y precisión de la estimación?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,4c5e93143dca73e11fef8189edcec5fdc65423c13740ee96fae4cc8bd7bea771
JEV-P06-007,459e506d692134a2cd90e46a867088914f7ad9dd6e97f7b5e3e225069e1a225c,Responder estrictamente a: ¿Qué métricas por clase y segmento evitan que la exactitud global oculte fracasos operativamente costosos?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,2f87cc3c81519372bb6eb4857e9d47f1648d099458504231ae0a0792b0479626
JEV-P06-008,883f34f5ad79dcd94672074190138c2236ae6ba8cda6773f7956eba6461256b0,Responder estrictamente a: ¿Cómo comparar sistemas en los mismos casos mediante un diseño pareado y estimar incertidumbre de las diferencias?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,b1ed62d5aefc04adb761d6b4731dd8061f5fd8329918eae9cc3a6953c8f65751
JEV-P06-009,b96620eccae4d8ab95e1bc09ec630a264e5b78ec4891de225456cc0da13f77a8,"Responder estrictamente a: ¿Cómo medir latencia de extremo a extremo, incluida red, preparación, colas, reintentos y validación de la salida?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,fff0fb61370d4a1e52bc5b71ce125866492d16a144e209d0027f4f980fc9f4ce
JEV-P06-010,6af47828ec86361b152b283adf0a3d4bd00a1ba9ccb751b86bddd9474e2f68b9,"Responder estrictamente a: ¿Cómo medir costo por resultado aceptado contabilizando abstenciones, escalamiento, errores y revisión humana?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,4c24b8a07b14baa934afa1f9cf13a2c3fb8f83735ba0810aa589725d82f4048d
JEV-P06-011,656ad12aabdb05c31018c4c956dac5e89695a54c7a821f13cedece0c72c17b6e,"Responder estrictamente a: ¿Qué criterios previos de aprobación, rechazo y suspensión impiden seleccionar retrospectivamente la métrica favorable?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,cca5829d48bee073993846916df8691e5c58cc1cd7204604ce31336f390d969b
JEV-P06-012,3386359c22682b22dfe5ed361db67389c0023ef0d6e9967696c93bec1eb47726,Responder estrictamente a: ¿Cómo evaluar repetibilidad entre llamadas y estabilidad ante pequeñas reformulaciones sin confundirlas con corrección?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,bfc6defd5d955a49a6e6135c1e6fa9bab8f4523a02c9257fe95e8879732280b6
JEV-P06-013,a735553219a9e94619401cca03a1074f03b53d7a0febaea4a6060e86882ae22c,"Responder estrictamente a: ¿Qué pruebas de perturbación revelan sensibilidad a distractores, orden, longitud, ortografía y evidencia contradictoria?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,e78413647b858cb55724ded5eaaf7be31e3ff2b23da2bb5fb6038ce233db62d5
JEV-P06-014,57085b979eff27bb4e66b10cf03ea97419947f6779791fbec4a2c6976700f39a,Responder estrictamente a: ¿Cómo diseñar un conjunto adversarial separado sin permitir que domine artificialmente la estimación del desempeño cotidiano?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,85329deff25f90b692c7b7917bc819a6d7c97151caa718b56d420f09cb8074de
JEV-P06-015,a013ead81c8f10a8d7e6ce2092a92fc5ba94aece7bde1253b6da4f6c4236f570,"Responder estrictamente a: ¿Qué ablaciones identifican el aporte real de Jev frente al de recuperación, preprocesamiento, rúbrica y revisión humana?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,29f5ddf616956765eec32f84d020cec1cc6b66843cded1a5132c4cb58c3d135b
JEV-P06-016,14868a6980f0ed136d36481c8df62cd7c5494033e9cb36ee6c04cc7a12ddb5f0,"Responder estrictamente a: ¿Cómo auditar benchmarks publicados por el proveedor respecto de selección de tareas, jueces, costos y reproducibilidad?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,4b12ed7d815cc1cef0c312853a6f42ac73bd86b2981e12b946ccf50501f02ae0
JEV-P06-017,94d6bcfe7ee9b45f40d23fa4b781c669c8bce517c6c8ee37fc0491b48643c9b4,Responder estrictamente a: ¿Cómo controlar comparaciones múltiples y reutilización del conjunto de prueba al explorar muchas formulaciones o modelos?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,f6ed672df109dd5b327eb7fc40fe608716f34bb0ba298ea623864a0b2f3a7531
JEV-P06-018,08a7f596cc975df97e3ef887900e1aab17033e3a99a8de6686647993be467bc7,"Responder estrictamente a: ¿Qué configuración, versiones, datos y registros debe contener un paquete de reproducción sin exponer credenciales ni información privada?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,654543c55faaf3f2eee771fc14ceb9a02b96a6a06403af92abcacd781a8da2a5
JEV-P06-019,9274268babe214b689b20bd70cc48236b638498c518224cb6887fe0aaf89f60d,"Responder estrictamente a: ¿Cómo interpretar un resultado inconcluso y elegir entre recolectar más datos, rediseñar la tarea o abandonar el caso?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,03334489e058f6e7d5ea8d3d9e1c23b3b93adf4857332af82a0047fa5769c5da
JEV-P06-020,1e65b3b2b0c33d252b80d5a4a3374652a22d13d8a34e14262ae47bb044613382,Responder estrictamente a: ¿Qué informe de evaluación permitiría a un equipo ajeno decidir si el resultado es transferible a su propio contexto?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,59b3521a17e883c1f6fe8f8335842777498780441e9f93fda3965f9ae8750fa8
JEV-P07-001,d4ea3216e058845f798a0c9517ce8a295972ea1a71dcab143524dad83423ce78,Responder estrictamente a: ¿Qué soporte lingüístico de Jev está documentado y qué evidencia específica existe sobre español y español chileno?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,0983e9b524f925c9eb925928de251936a537ca89d49b0a39bfd759ef04526999
JEV-P07-002,941d16ce4f16410826bbdf53482fa315e9443e481186f9d49e625268d26303d3,Responder estrictamente a: ¿Cómo construir una evaluación en español que mida decisiones semánticas pertinentes y no solo traducción o comprensión general?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,d55a0e3809ad81317a14a52214226ff771267833e0413905fbe552b8b21d9463
JEV-P07-003,53f41ea64b0451a5551e278da0588626eeea17fd254acb54f939529b4b0254fe,"Responder estrictamente a: ¿Cómo comparar entrada original, traducción previa y criterio bilingüe sin introducir diferencias de información entre condiciones?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,c9a90b199b7708ee9295a30b04fdbd8562a65c415297761c4851ff2492847765
JEV-P07-004,4addabc7541617e0e9358b7110dc6d31158c5712e5a6260ddb47ea7317b50c78,Responder estrictamente a: ¿Qué fenómenos del español chileno podrían cambiar una clasificación aunque una traducción literal parezca equivalente?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,82ff15d4c90ab8fb61bc9a6611a07feb758eabc33e1893fc29216f23ff1d5fcc
JEV-P07-005,fa7d17913422d9a445c925e1fba0fdceb916c505a40bc07ca9a3fd7320e54bf6,Responder estrictamente a: ¿Cómo acordar etiquetas y revisar desacuerdos con hablantes competentes y especialistas del dominio?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,0d5eb9a76b17c1ecfe62c9fbbc3e224b4eb9cb2cfb4a1f6f6dbecfe27c0b0136
JEV-P07-006,ace8302a103006c31712302a75d92d08d3597fa49cca3160baf24da924a88111,"Responder estrictamente a: ¿Cómo afectan negación, doble negación y alcance de cuantificadores a decisiones sobre cumplimiento de criterios?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,a2d3dcdc880b5fcad33ae7b3bd55d59428d634d9320eecb9e2541f07459ca2f1
JEV-P07-007,e2a3ce243b467dc5f9574a6d60ea5625af2756a0327e7568614e8d0d1c764478,"Responder estrictamente a: ¿Qué pruebas diferencian solicitudes explícitas, cortesía indirecta, condiciones y promesas en mensajes profesionales?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,5,5,4,4,4,Antigravity,pendiente,,d82d9b393baa5688da0937d59ce038d829aa43ba8064c2ca813575ece59c1ad3
JEV-P07-008,f6f02760bfbff389bfa4a400337f3cac4dec848418e0db5d1d6d0eaa7c6f221b,"Responder estrictamente a: ¿Cómo tratar ironía, sarcasmo y humor cuando el contexto no basta para establecer intención?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,b5b9af17c53c53b1264bdeec0838834de5969bca6e73b3a6f4018f75fcff1263
JEV-P07-009,f788f5571ebacc7206418f907878b20248774660447498ed06e87141c9672572,"Responder estrictamente a: ¿Qué errores pueden surgir con abreviaturas, mensajes sin tildes, errores ortográficos y escritura informal?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,d3a2eb2cd13d8ade3cdd264d2fb784a058801f3e2a04f6fd7d6e7e645eb3b441
JEV-P07-010,2e4603698ea2114973e2e8aaad9551d2d9dd0b23bac583e5ffb155313178d61e,"Responder estrictamente a: ¿Cómo evaluar mezcla de inglés y español en documentación de software, investigación cuantitativa y selección de talento?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,4,4,Antigravity,pendiente,,4b499d15a6b279b175e5686ee116bb06d31e1c34aa105e87c038bbdd372153d6
JEV-P07-011,dc2257f89553a02842fef54c8ea3cd9a9c92ec61a085c6cd2a329c34d4fb3cf2,Responder estrictamente a: ¿Qué glosarios sectoriales ayudarían a resolver palabras polisémicas sin sesgar todos los casos hacia una interpretación?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,7c9824f8e4ef1b6a898e457cf0a9853dd4530c72e3a3e4c07e7985a1363dce5a
JEV-P07-012,e45c23a8ce07ccea82b4127da38e2ef37d9dedd6a70d42ff3c85b46892daff22,Responder estrictamente a: ¿Cómo representar siglas ambiguas y nombres de herramientas cuando su significado depende del proyecto o de la fecha?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,607dc2369c9a7ac98e91d61faa5560956fb438d2a780d1c53b8e35847de4fbc6
JEV-P07-013,860b5a4e47c963950db78bfa9848128ebcd3af18b5bea02a5ad5293a24cf60ed,Responder estrictamente a: ¿Cómo comprobar que paráfrasis regionales conservan decisiones y que cambios semánticos pequeños sí pueden alterarlas?,Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,5,4,4,Antigravity,pendiente,,b1ba0324cc4f03d137689159c687a906a1b5f03fc45010e2c28028d53966b03e
JEV-P07-014,556adbf4a1594b3c27adfa8c3a537d3e296b6bff0d6f2f02ceed3ad705383aa6,"Responder estrictamente a: ¿Qué sesgos pueden introducir nombres, acentos transcritos o estilo socioeducativo cuando esos atributos no son pertinentes para la tarea?",Atribución previa rectificada; contratos de API normalizados a spec oficial,"Notebook P07 (c4456cc0-01f4-48aa-866e-cdc1ad44cf6a), docs.typesafe.ai, repositorios comunitarios","Remediación contractual, estandarización de contratos de API y autorrevisión",en_revision,4,5,4,5,4,Antigravity,pendiente,,4f6f57d7b610364a89579815ffa793e37c4b21a056b95987e02de94df6c35fea
